policy,link,bandwidth_hz,channel,snr_db,pipe,floor_cap,first_trial,sessions,connected,lines,delivered,lost,drops,stalls,median_s,p90_s,mean_s,reply_median_s,reply_p90_s,follow_up_median_s,follow_up_p90_s,file_bytes,file_median_s,keyed_per_line_s,duty,polls_per_line,turns_per_line,requests_per_line,wall_s
ordinary-handover+request,"chat=True,handover=ordinary",2300,moderate,-6.0,fading,1,100,100,100,1534,1534,0,0,0,14.9,21.4,14.7,17.1,22.5,5.4,14.9,0,,20.37,0.655,0.638,0.787,0.701,17.9
base,,2300,moderate,0.0,fading,1,100,100,100,1534,1534,0,0,0,11.1,22.1,12.1,12.8,22.9,4.2,7.0,0,,10.16,0.356,1.729,0.827,0.0,20.0
request,chat=True,2300,moderate,0.0,fading,1,100,100,100,1534,1534,0,0,0,6.3,17.0,8.4,7.2,17.1,5.3,8.4,0,,10.26,0.414,1.012,0.834,0.729,18.3
request-without-hold,"chat=True,hold=False",2300,moderate,0.0,fading,1,100,100,100,1534,1534,0,0,0,6.4,17.2,9.0,7.5,18.2,5.3,9.2,0,,10.7,0.422,1.132,0.831,0.736,18.5
request+keepalive20,"chat=True,keepalive_s=20.0",2300,moderate,0.0,fading,1,100,100,100,1534,1534,0,0,0,6.8,17.1,8.9,8.2,17.6,5.3,8.2,0,,9.61,0.38,0.414,0.831,0.749,16.0
handover+request,"chat=True,handover=always",2300,moderate,0.0,fading,1,100,100,100,1534,1534,0,0,0,5.4,12.2,6.7,5.3,10.7,10.7,19.6,0,,12.31,0.534,1.626,1.25,0.189,14.9
ordinary-handover+request,"chat=True,handover=ordinary",2300,moderate,0.0,fading,1,100,100,100,1534,1534,0,0,0,5.8,17.1,7.8,5.4,17.1,8.2,17.1,0,,12.75,0.526,1.532,1.164,0.298,14.6
base,,2300,poor,-12.0,fading,1,100,100,100,1534,1534,0,0,0,32.1,49.5,32.5,34.9,50.9,16.1,31.0,0,,34.1,0.697,1.271,0.788,0.0,18.7
request,chat=True,2300,poor,-12.0,fading,1,100,100,100,1534,1534,0,0,0,26.5,42.8,26.8,27.9,42.8,16.1,31.0,0,,32.32,0.748,0.64,0.787,0.701,16.5
request-without-hold,"chat=True,hold=False",2300,poor,-12.0,fading,1,100,100,100,1534,1534,0,0,0,27.9,43.0,28.7,29.8,44.4,16.1,31.0,0,,33.72,0.748,0.942,0.788,0.701,16.8
request+keepalive20,"chat=True,keepalive_s=20.0",2300,poor,-12.0,fading,1,100,100,100,1534,1534,0,0,0,25.8,42.8,26.5,27.9,42.8,16.1,29.6,0,,29.68,0.692,0.274,0.788,0.683,15.0
handover+request,"chat=True,handover=always",2300,poor,-12.0,fading,1,100,100,100,1534,1534,0,0,0,21.5,36.4,22.4,20.3,35.1,29.1,44.4,0,,33.11,0.853,1.115,1.154,0.149,15.4
ordinary-handover+request,"chat=True,handover=ordinary",2300,poor,-12.0,fading,1,100,100,100,1534,1534,0,0,0,26.5,42.8,26.8,27.9,42.8,16.1,31.0,0,,32.32,0.748,0.64,0.787,0.701,15.5
base,,2300,poor,-6.0,fading,1,100,100,100,1534,1534,0,0,0,21.9,31.1,21.1,23.8,32.2,6.8,14.9,0,,22.79,0.608,1.272,0.787,0.0,13.0
request,chat=True,2300,poor,-6.0,fading,1,100,100,100,1534,1534,0,0,0,14.9,22.0,15.0,17.1,22.5,6.6,15.1,0,,20.61,0.657,0.638,0.787,0.701,11.6
request-without-hold,"chat=True,hold=False",2300,poor,-6.0,fading,1,100,100,100,1534,1534,0,0,0,17.1,27.1,16.8,17.1,28.3,6.7,14.9,0,,22.05,0.663,0.937,0.788,0.701,11.1
request+keepalive20,"chat=True,keepalive_s=20.0",2300,poor,-6.0,fading,1,100,100,100,1534,1534,0,0,0,14.9,22.5,15.0,17.1,22.5,5.4,16.1,0,,18.36,0.584,0.273,0.787,0.683,9.6
handover+request,"chat=True,handover=always",2300,poor,-6.0,fading,1,100,100,100,1534,1534,0,0,0,11.0,20.0,11.9,10.0,17.2,17.6,25.1,0,,22.73,0.802,1.114,1.153,0.149,10.5
ordinary-handover+request,"chat=True,handover=ordinary",2300,poor,-6.0,fading,1,100,100,100,1534,1534,0,0,0,14.9,22.0,15.0,17.1,22.5,6.6,15.1,0,,20.61,0.657,0.638,0.787,0.701,10.1
base,,2300,poor,0.0,fading,1,100,100,100,1534,1534,0,0,0,10.7,19.7,11.1,12.1,20.8,4.2,6.3,0,,8.93,0.325,1.789,0.851,0.0,11.2
request,chat=True,2300,poor,0.0,fading,1,100,100,100,1534,1534,0,0,0,6.1,14.9,7.5,6.3,16.7,4.2,6.3,0,,8.93,0.373,1.102,0.853,0.731,10.2
request-without-hold,"chat=True,hold=False",2300,poor,0.0,fading,1,100,100,100,1534,1534,0,0,0,6.1,14.6,7.5,6.3,17.0,4.2,6.3,0,,8.91,0.372,1.198,0.837,0.733,10.1
request+keepalive20,"chat=True,keepalive_s=20.0",2300,poor,0.0,fading,1,100,100,100,1534,1534,0,0,0,6.1,15.7,7.7,6.3,17.1,4.2,6.3,0,,8.06,0.334,0.415,0.859,0.752,8.7
handover+request,"chat=True,handover=always",2300,poor,0.0,fading,1,100,100,100,1534,1534,0,0,0,4.2,11.3,5.4,4.2,8.2,7.4,17.1,0,,10.06,0.461,1.767,1.28,0.195,12.7
ordinary-handover+request,"chat=True,handover=ordinary",2300,poor,0.0,fading,1,100,100,100,1534,1527,7,1,0,5.1,12.7,6.0,4.2,11.8,6.5,15.2,0,,10.2,0.458,1.681,1.251,0.237,12.7
base,,500,good,-12.0,fading,1,100,100,100,1534,1523,11,2,0,41.4,66.1,43.1,43.6,68.8,26.8,50.2,0,,44.54,0.753,1.728,0.898,0.0,30.3
request,chat=True,500,good,-12.0,fading,1,100,100,100,1534,1534,0,0,0,33.2,58.6,36.5,34.3,59.7,25.7,48.2,0,,41.92,0.792,0.995,0.882,0.616,27.8
request-without-hold,"chat=True,hold=False",500,good,-12.0,fading,1,100,100,100,1534,1520,14,2,0,36.1,60.9,38.4,38.4,62.7,26.2,46.7,0,,43.02,0.79,1.244,0.894,0.614,26.5
request+keepalive20,"chat=True,keepalive_s=20.0",500,good,-12.0,fading,1,100,100,100,1534,1509,25,2,0,33.2,58.9,36.7,35.6,62.4,25.7,44.6,0,,39.14,0.747,0.502,0.892,0.616,24.8
handover+request,"chat=True,handover=always",500,good,-12.0,fading,1,100,100,100,1534,1376,158,22,0,29.6,53.3,32.5,27.9,51.4,37.4,59.8,0,,40.08,0.892,1.321,1.245,0.122,21.7
ordinary-handover+request,"chat=True,handover=ordinary",500,good,-12.0,fading,1,100,100,100,1534,1534,0,0,0,33.2,58.6,36.5,34.3,59.7,25.7,48.2,0,,41.92,0.792,0.995,0.882,0.616,24.2
base,,500,good,-6.0,fading,1,100,100,100,1534,1503,31,3,0,28.3,42.4,28.1,30.8,43.7,10.7,21.0,0,,29.35,0.671,1.29,0.784,0.0,18.6
request,chat=True,500,good,-6.0,fading,1,100,100,100,1534,1491,43,4,0,22.5,33.2,22.3,22.5,33.7,10.7,21.5,0,,27.07,0.719,0.691,0.775,0.672,16.7
request-without-hold,"chat=True,hold=False",500,good,-6.0,fading,1,100,100,100,1534,1491,43,3,0,22.5,39.0,24.2,25.5,40.0,10.7,20.4,0,,28.5,0.721,0.969,0.767,0.671,15.9
request+keepalive20,"chat=True,keepalive_s=20.0",500,good,-6.0,fading,1,100,100,100,1534,1486,48,3,0,22.5,33.4,22.3,22.5,36.4,10.7,21.5,0,,24.79,0.659,0.303,0.769,0.66,13.9
handover+request,"chat=True,handover=always",500,good,-6.0,fading,1,100,100,100,1534,1508,26,1,1,16.1,29.5,17.5,14.6,26.7,24.3,38.2,0,,28.09,0.828,1.15,1.154,0.148,14.5
ordinary-handover+request,"chat=True,handover=ordinary",500,good,-6.0,fading,1,100,100,100,1534,1517,17,1,0,22.5,33.2,22.3,22.5,33.7,10.7,21.5,0,,27.64,0.723,0.671,0.808,0.677,15.0
base,,500,good,0.0,fading,1,100,100,100,1534,1507,27,4,0,18.2,32.6,19.1,21.1,34.0,6.3,15.8,0,,17.84,0.509,1.934,0.806,0.0,14.8
request,chat=True,500,good,0.0,fading,1,100,100,100,1534,1508,26,4,0,14.2,27.9,15.3,17.0,27.9,6.3,14.8,0,,17.47,0.557,1.231,0.835,0.68,13.9
request-without-hold,"chat=True,hold=False",500,good,0.0,fading,1,100,100,100,1534,1508,26,4,0,14.4,28.2,16.0,17.1,29.9,6.3,13.4,0,,18.08,0.563,1.374,0.824,0.677,14.0
request+keepalive20,"chat=True,keepalive_s=20.0",500,good,0.0,fading,1,100,100,100,1534,1530,4,1,0,14.4,27.9,15.4,17.0,27.9,5.4,13.7,0,,16.16,0.508,0.506,0.859,0.731,13.0
handover+request,"chat=True,handover=always",500,good,0.0,fading,1,100,100,100,1534,1515,19,3,0,10.7,22.5,12.1,10.3,19.7,18.4,28.0,0,,19.45,0.69,1.57,1.219,0.168,17.1
ordinary-handover+request,"chat=True,handover=ordinary",500,good,0.0,fading,1,100,100,100,1534,1510,24,4,0,13.0,27.9,14.7,13.4,27.9,12.5,25.1,0,,19.96,0.652,1.312,1.192,0.392,17.6
base,,500,moderate,-12.0,fading,1,100,100,100,1534,1534,0,0,0,34.3,52.2,34.9,36.5,53.6,21.5,36.4,0,,36.44,0.711,1.319,0.797,0.0,18.3
request,chat=True,500,moderate,-12.0,fading,1,100,100,100,1534,1534,0,0,0,27.9,43.0,29.0,27.9,44.0,21.5,36.4,0,,34.5,0.76,0.675,0.799,0.688,16.8
request-without-hold,"chat=True,hold=False",500,moderate,-12.0,fading,1,100,100,100,1534,1534,0,0,0,29.6,46.1,30.9,31.0,48.2,21.5,36.4,0,,35.95,0.76,0.967,0.802,0.688,18.3
request+keepalive20,"chat=True,keepalive_s=20.0",500,moderate,-12.0,fading,1,100,100,100,1534,1534,0,0,0,27.9,43.5,29.2,27.9,45.0,21.5,36.4,0,,32.21,0.707,0.298,0.801,0.675,16.6
handover+request,"chat=True,handover=always",500,moderate,-12.0,fading,1,100,100,100,1534,1533,1,1,0,25.3,41.4,26.1,23.4,38.9,32.8,45.4,0,,36.78,0.866,1.137,1.188,0.146,18.5
ordinary-handover+request,"chat=True,handover=ordinary",500,moderate,-12.0,fading,1,100,100,100,1534,1534,0,0,0,27.9,43.0,29.0,27.9,44.0,21.5,36.4,0,,34.5,0.76,0.675,0.799,0.688,18.2
base,,500,moderate,-6.0,fading,1,100,100,100,1534,1534,0,0,0,26.8,37.6,25.8,29.0,38.5,10.7,20.3,0,,27.57,0.653,1.272,0.787,0.0,15.8
request,chat=True,500,moderate,-6.0,fading,1,100,100,100,1534,1534,0,0,0,19.7,27.9,20.0,22.5,28.6,10.7,20.3,0,,25.66,0.705,0.638,0.787,0.701,14.3
request-without-hold,"chat=True,hold=False",500,moderate,-6.0,fading,1,100,100,100,1534,1534,0,0,0,22.5,33.5,21.9,22.5,34.6,10.7,20.3,0,,27.08,0.708,0.937,0.788,0.701,14.6
request+keepalive20,"chat=True,keepalive_s=20.0",500,moderate,-6.0,fading,1,100,100,100,1534,1534,0,0,0,19.6,27.9,19.7,22.5,28.1,10.7,20.3,0,,23.09,0.639,0.273,0.787,0.683,12.7
handover+request,"chat=True,handover=always",500,moderate,-6.0,fading,1,100,100,100,1534,1534,0,0,0,14.9,25.9,15.6,12.0,22.2,23.1,33.1,0,,26.4,0.825,1.114,1.153,0.149,12.7
ordinary-handover+request,"chat=True,handover=ordinary",500,moderate,-6.0,fading,1,100,100,100,1534,1534,0,0,0,19.7,27.9,20.0,22.5,28.6,10.7,20.3,0,,25.66,0.705,0.638,0.787,0.701,13.1
base,,500,moderate,0.0,fading,1,100,100,100,1534,1521,13,1,0,21.4,35.2,21.5,23.9,36.3,8.4,14.8,0,,20.51,0.545,1.797,0.878,0.0,16.0
request,chat=True,500,moderate,0.0,fading,1,100,100,100,1534,1513,21,2,0,17.1,28.1,17.4,18.5,29.6,8.4,15.8,0,,19.8,0.593,1.132,0.889,0.686,15.1
request-without-hold,"chat=True,hold=False",500,moderate,0.0,fading,1,100,100,100,1534,1513,21,2,0,17.2,30.7,18.3,19.7,32.3,7.4,15.7,0,,20.36,0.594,1.343,0.883,0.68,15.5
request+keepalive20,"chat=True,keepalive_s=20.0",500,moderate,0.0,fading,1,100,100,100,1534,1534,0,0,0,17.1,29.5,17.7,18.6,31.0,8.2,15.5,0,,18.85,0.553,0.46,0.913,0.73,14.0
handover+request,"chat=True,handover=always",500,moderate,0.0,fading,1,100,100,100,1534,1499,35,5,0,10.7,24.0,13.1,10.7,18.4,22.0,30.9,0,,21.0,0.727,1.466,1.286,0.168,14.8
ordinary-handover+request,"chat=True,handover=ordinary",500,moderate,0.0,fading,1,100,100,100,1534,1480,54,8,0,14.4,27.9,15.4,14.3,27.9,14.4,26.4,0,,20.53,0.666,1.476,1.192,0.39,14.5
base,,500,poor,-12.0,fading,1,100,100,100,1534,1534,0,0,0,32.5,49.7,33.3,34.9,51.1,21.4,36.4,0,,34.85,0.702,1.27,0.787,0.0,18.8
request,chat=True,500,poor,-12.0,fading,1,100,100,100,1534,1534,0,0,0,27.3,42.8,27.5,27.9,42.8,21.5,36.4,0,,33.02,0.751,0.64,0.787,0.701,17.1
request-without-hold,"chat=True,hold=False",500,poor,-12.0,fading,1,100,100,100,1534,1534,0,0,0,27.9,43.7,29.5,29.8,44.9,21.5,36.4,0,,34.49,0.752,0.94,0.789,0.701,17.6
request+keepalive20,"chat=True,keepalive_s=20.0",500,poor,-12.0,fading,1,100,100,100,1534,1534,0,0,0,26.8,42.8,27.3,27.9,42.8,21.5,33.0,0,,30.5,0.697,0.274,0.788,0.683,15.7
handover+request,"chat=True,handover=always",500,poor,-12.0,fading,1,100,100,100,1534,1534,0,0,0,23.2,37.1,24.5,22.0,36.4,29.1,44.4,0,,35.12,0.86,1.113,1.154,0.149,17.4
ordinary-handover+request,"chat=True,handover=ordinary",500,poor,-12.0,fading,1,100,100,100,1534,1534,0,0,0,27.3,42.8,27.5,27.9,42.8,21.5,36.4,0,,33.02,0.751,0.64,0.787,0.701,17.2
base,,500,poor,-6.0,fading,1,100,100,100,1534,1534,0,0,0,26.5,37.2,25.4,28.6,37.8,10.7,20.3,0,,27.15,0.65,1.272,0.787,0.0,15.4
request,chat=True,500,poor,-6.0,fading,1,100,100,100,1534,1534,0,0,0,18.8,27.9,19.6,22.5,27.9,10.7,20.3,0,,25.28,0.702,0.638,0.787,0.701,13.9
request-without-hold,"chat=True,hold=False",500,poor,-6.0,fading,1,100,100,100,1534,1534,0,0,0,22.5,33.0,21.6,22.5,34.1,10.7,20.3,0,,26.78,0.706,0.937,0.788,0.701,14.3
request+keepalive20,"chat=True,keepalive_s=20.0",500,poor,-6.0,fading,1,100,100,100,1534,1534,0,0,0,19.1,27.9,19.6,22.5,27.9,10.7,20.3,0,,22.94,0.637,0.273,0.787,0.683,12.4
handover+request,"chat=True,handover=always",500,poor,-6.0,fading,1,100,100,100,1534,1534,0,0,0,14.2,25.4,15.0,11.5,21.6,22.6,31.8,0,,25.83,0.822,1.114,1.153,0.149,13.4
ordinary-handover+request,"chat=True,handover=ordinary",500,poor,-6.0,fading,1,100,100,100,1534,1534,0,0,0,18.8,27.9,19.6,22.5,27.9,10.7,20.3,0,,25.28,0.702,0.638,0.787,0.701,14.0
base,,500,poor,0.0,fading,1,100,100,100,1534,1513,21,3,0,17.6,32.4,18.8,20.4,33.3,6.3,11.7,0,,16.93,0.486,1.857,0.904,0.0,18.3
request,chat=True,500,poor,0.0,fading,1,100,100,100,1534,1520,14,3,0,13.1,27.0,14.7,15.7,27.9,6.3,11.6,0,,16.33,0.528,1.205,0.954,0.703,17.1
request-without-hold,"chat=True,hold=False",500,poor,0.0,fading,1,100,100,100,1534,1508,26,4,0,13.8,28.1,15.4,16.5,29.2,6.3,11.5,0,,16.74,0.532,1.338,0.939,0.705,16.9
request+keepalive20,"chat=True,keepalive_s=20.0",500,poor,0.0,fading,1,100,100,100,1534,1533,1,1,0,14.2,27.9,15.2,16.7,28.0,5.4,10.7,0,,15.37,0.486,0.487,0.95,0.731,15.1
handover+request,"chat=True,handover=always",500,poor,0.0,fading,1,100,100,100,1534,1473,61,7,0,8.9,22.0,11.0,8.1,16.6,18.8,28.8,0,,16.79,0.636,1.639,1.349,0.177,10.7
ordinary-handover+request,"chat=True,handover=ordinary",500,poor,0.0,fading,1,100,100,100,1534,1476,58,10,0,10.7,24.5,12.6,10.2,22.9,14.2,27.2,0,,17.26,0.614,1.636,1.283,0.31,10.2
base,,2300,moderate,-6.0,fading,1,0,30,30,457,427,0,0,0,22.4,31.0,21.1,23.8,31.9,5.4,14.9,3000,197.8,34.42,0.694,1.298,0.796,0.0,6.1
request,chat=True,2300,moderate,-6.0,fading,1,0,30,30,457,427,0,0,0,14.9,21.4,14.9,17.1,22.5,5.4,14.9,3000,197.8,32.43,0.744,0.648,0.796,0.707,5.6
base,,2300,moderate,0.0,fading,1,0,30,30,457,427,0,0,0,12.2,26.3,14.1,14.3,27.5,5.3,8.6,3000,169.3,22.39,0.551,1.663,0.84,0.0,6.4
request,chat=True,2300,moderate,0.0,fading,1,0,30,30,457,427,0,0,0,9.0,18.4,10.3,11.6,19.4,5.3,10.1,3000,162.4,22.43,0.612,0.961,0.829,0.724,5.9
base,,2300,moderate,6.0,fading,1,0,30,30,457,427,0,0,0,7.4,12.6,7.2,8.3,12.8,1.3,3.2,3000,68.8,7.99,0.288,1.775,0.796,0.0,5.0
request,chat=True,2300,moderate,6.0,fading,1,0,30,30,457,427,0,0,0,3.0,4.5,3.0,3.0,4.9,1.7,3.2,3000,56.1,7.33,0.317,1.053,0.796,0.751,4.4
base,,500,moderate,-6.0,fading,1,0,30,30,457,427,0,0,0,27.8,38.3,26.3,29.3,39.0,10.7,16.4,3000,374.5,50.23,0.763,1.298,0.796,0.0,10.0
request,chat=True,500,moderate,-6.0,fading,1,0,30,30,457,427,0,0,0,20.3,30.1,20.4,22.5,30.8,10.7,18.4,3000,364.4,47.96,0.807,0.648,0.796,0.707,9.5
base,,500,moderate,0.0,fading,1,0,30,30,457,427,0,0,0,20.9,35.0,21.4,24.3,36.6,7.7,12.4,3000,276.9,37.13,0.674,1.753,0.884,0.0,10.6
request,chat=True,500,moderate,0.0,fading,1,0,30,30,457,425,2,1,0,17.1,28.1,17.0,17.8,28.6,9.5,16.3,3000,284.8,36.82,0.721,1.092,0.875,0.709,10.1
base,,500,moderate,6.0,fading,1,0,30,30,457,427,0,0,0,10.7,20.1,11.4,11.8,21.2,3.4,10.7,3000,183.2,19.8,0.502,1.726,0.814,0.0,6.8
request,chat=True,500,moderate,6.0,fading,1,0,30,30,457,427,0,0,0,5.4,13.6,7.2,6.1,15.7,4.2,7.5,3000,192.6,19.5,0.55,1.035,0.805,0.733,6.4
